Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
80	8.33904	2.5016105	9.0	-6.0	11.954955	8.4471245	1.438599	11.388089	-7.2209153	324000	-8.381903e-09	4.4034033	0.0020480258	-1.6704552	0.2809374	0.014878588	0.125	2.0	10908.604058504105
81	8.4503	2.1590188	9.0	-5.9	11.904192	8.577623	1.259038	13.144798	-4.0601945	328000	1.1641532e-09	2.6780152	0.010413313	-1.0008456	0.29978126	0.0251037	0.16125001	1.0	11057.696311950684
82	8.482546	2.0850463	9.0	-5.9	11.772189	8.599926	1.0955043	11.795311	-8.538786	332000	0.0	2.1426914	0.008211296	-0.8515186	0.29922864	0.024646895	0.16675	1.0	11204.753598928452
83	7.8965316	3.4725828	9.0	-6.0	11.497109	8.589345	1.1395532	11.906608	-3.9304574	336000	4.5401976e-09	5.843397	-0.0011058878	-1.4377997	0.2902596	0.017733239	0.1775	2.0	11352.346342802048
84	8.416667	2.3379037	9.0	-6.1	11.815476	8.451133	1.389239	11.498103	-6.579408	340000	-3.7252903e-09	2.654063	0.005449446	-0.9615475	0.2953796	0.028027348	0.2035	1.0	11497.026308059692
85	8.699697	1.1441538	8.9	-5.9	12.091186	8.675863	1.0253688	13.328121	-1.4156381	344000	-1.2572855e-08	1.5706952	0.0068036094	-0.6871784	0.29794967	0.019908458	0.15224999	1.0	11646.779405117035
86	8.550307	1.7280926	8.9	-5.9	12.196319	8.792758	0.7944231	11.914628	1.6835533	348000	-3.7252903e-09	2.1066542	-0.0013427036	-0.6847589	0.2833178	0.014142646	0.0955	5.0	11793.911365509033
87	8.467674	2.1078649	8.9	-5.9	12.0	8.657351	0.900114	12.609213	1.5631527	352000	5.122274e-09	2.4360232	-0.00346225	-0.9275396	0.27710104	0.012220489	0.0825	18.0	11944.360352754593
88	8.533334	1.94079	9.0	-6.1	11.9639635	8.605938	1.0953064	12.042734	-3.1961343	356000	7.450581e-09	2.4232028	-0.0049621565	-0.8144343	0.26475868	0.012820086	0.09125	15.0	12093.756357431412
89	8.393072	2.3794134	9.0	-5.9	12.003012	8.66061	1.0299861	13.208582	-3.284449	360000	-5.5879354e-09	3.662141	-0.003782194	-1.487551	0.2892161	0.012515	0.082499996	7.0	12246.31007194519
90	8.4793415	2.1094651	8.9	-6.0	11.913174	8.667982	1.0526441	15.340058	-6.2121625	364000	1.1175871e-08	2.8981488	-0.0026555574	-1.3121274	0.274241	0.013189977	0.11875	6.0	12375.024985074997
91	8.579525	1.7767111	8.9	-5.9	11.83086	8.630404	1.1336393	12.761045	-3.3238456	368000	-1.8626451e-09	2.192541	-0.0044463873	-0.7802465	0.2759661	0.015850665	0.10075	5.0	12495.740027189255
92	8.55503	1.9218738	8.9	-5.9	11.786983	8.741127	0.90454704	13.028328	0.17707777	372000	-5.5879354e-09	2.1966302	-0.002475267	-0.8108887	0.28046027	0.013687536	0.085999995	5.0	12617.87079668045
93	8.390746	2.3758621	9.0	-5.9	11.913433	8.678717	1.2496285	14.058849	-9.991477	376000	-3.7252903e-09	3.1211505	-0.0011242777	-1.0063851	0.28145903	0.017992739	0.12674999	1.0	12743.74895143509
94	8.562908	1.7429693	9.0	-5.9	11.848664	8.618791	1.1010776	12.751894	-4.4092045	380000	7.450581e-09	2.5550613	0.0023279605	-0.9702205	0.28840235	0.013695283	0.0915	4.0	12882.314365386963
95	8.487798	2.1062832	9.0	-5.9	11.848214	8.668265	1.1174877	13.357691	-8.438398	384000	-7.450581e-09	2.517116	-0.0038622695	-0.84165305	0.27646732	0.012893112	0.1075	26.0	13032.744415998459
96	8.4865675	2.1052382	8.9	-5.9	11.850746	8.7059145	1.043834	12.945312	-2.9752662	388000	1.8626451e-09	2.8232982	-0.0042643207	-1.2938504	0.24458623	0.012504922	0.068	53.0	13185.973400831223
97	8.577085	1.7882669	8.9	-5.9	11.848214	8.623129	1.2115133	11.428791	-8.153978	392000	0.0	2.3641005	-0.0023918096	-0.90145767	0.24154066	0.01246508	0.09625	4.0	13335.01520705223
98	8.286178	2.6913614	9.0	-5.9	11.697059	8.702883	1.109572	13.062198	-6.1374383	396000	-6.0535967e-09	3.2992797	0.00022550835	-1.518439	0.24856734	0.015588407	0.09825	2.0	13486.346789360046
99	8.412391	2.3649404	9.0	-6.0	11.746313	8.644945	1.1017566	12.260637	-3.6028423	400000	-1.8626451e-09	3.7389367	-0.0028592818	-1.2046483	0.25987154	0.013042895	0.059750002	4.0	13636.065325021744
100	8.554439	1.9286062	9.0	-5.9	11.792899	8.595185	1.0958819	12.67979	-6.6117935	404000	3.7252903e-09	2.3667893	-0.003120636	-0.86642224	0.24298005	0.012190953	0.09025	3.0	13783.276258707047
101	8.467159	2.2164028	8.9	-5.9	11.778107	8.672607	1.021768	13.239172	-3.3349023	408000	-9.313226e-09	2.4027596	0.0016410814	-0.9475386	0.23807621	0.015139367	0.133	1.0	13930.211041688919
102	8.366277	2.4836957	8.9	-6.1	11.645162	8.662613	1.1383482	13.524199	-5.3245945	412000	6.519258e-09	3.2884479	-0.0005246599	-1.3734466	0.24872634	0.014461136	0.1215	4.0	14077.076450109482
103	8.61947	1.6009138	9.0	-5.9	11.740413	8.62652	1.1175396	12.870523	-5.603975	416000	-3.7252903e-09	1.076682	-0.0013736608	-0.51921093	0.24278724	0.012672523	0.110750005	2.0	14225.503868341446
104	8.547322	1.835981	9.0	-6.0	11.848214	8.741542	0.9801784	12.769172	-3.5897093	420000	1.1175871e-08	2.720876	-0.002158204	-1.0561204	0.23753758	0.01413258	0.09925	22.0	14376.560650348663
105	8.495509	2.1009574	8.9	-6.0	11.901197	8.632695	0.9769016	13.498661	-2.5338619	424000	1.6763806e-08	2.6818163	-0.0022223396	-0.73950493	0.23717596	0.017601598	0.10775	47.0	14525.096313476562
106	8.45651	2.227591	8.9	-5.9	11.736687	8.669326	1.0264883	11.94757	-4.9535847	428000	-7.450581e-09	2.7073498	-0.0032858376	-1.0538819	0.24725796	0.0154752135	0.121	6.0	14661.989739656448
107	8.643787	1.5655612	9.0	-5.9	11.786983	8.646564	1.1429657	11.60575	-4.3361635	432000	3.7252903e-09	1.3098991	-0.000818423	-0.48002586	0.24981022	0.021616945	0.13624999	6.0	14776.288878917694
108	8.472567	2.1119094	9.0	-6.0	11.734513	8.813661	0.9005567	12.632898	-3.6391883	436000	7.450581e-09	2.5613742	-0.00071922597	-0.7634808	0.2486377	0.02147637	0.14425	3.0	14894.989603281021
109	8.599113	1.7705262	9.0	-6.1	11.789941	8.596381	1.2584984	13.138462	-5.5464983	440000	-2.0489097e-08	2.8302698	-0.0057788226	-1.1799864	0.24116325	0.012029615	0.049	51.0	15045.93880867958
110	8.583383	1.8006816	9.0	-6.0	11.792285	8.759252	0.9245267	12.777493	-3.925991	444000	-1.0244548e-08	2.5328705	-0.00074075256	-1.083148	0.23397546	0.015445841	0.11675	2.0	15191.410017251968
111	8.685338	1.3857747	9.0	-6.0	11.680352	8.696285	1.0037962	12.625869	-3.593286	448000	-6.519258e-09	1.4546137	-0.0018410021	-0.7944108	0.23509733	0.015265931	0.09325001	2.0	15421.17021369934
112	8.534695	1.977451	9.0	-6.0	11.591837	8.749683	0.87736255	11.73626	-0.35115138	452000	-9.313226e-09	2.682585	-0.0023000806	-0.71536183	0.2352125	0.01445424	0.1065	2.0	15652.279458522797
113	8.467743	2.2252781	9.0	-5.9	11.656892	8.655777	1.0185549	12.594899	-3.0511258	456000	-3.7252903e-09	2.8320057	-0.0038616806	-1.1374216	0.22803098	0.014336554	0.10925	29.0	15886.599630355835
114	8.198834	2.9189837	9.0	-6.0	11.597668	8.6037	1.1394987	11.737963	-4.3788133	460000	-1.4901161e-08	5.051026	-0.0069130333	-1.6985644	0.24415614	0.0068888413	0.07875	79.0	16116.995010614395
115	8.457227	2.2449615	9.0	-5.9	11.740413	8.45391	1.3300301	12.370433	-6.21013	464000	-1.1175871e-08	3.1904109	-0.0026590996	-1.2450595	0.25203267	0.018602261	0.09175	5.0	16348.738287687302
116	8.464517	2.141012	9.0	-5.9	11.68915	8.5691595	1.3124857	14.384207	-7.723438	468000	9.313226e-10	2.7647934	-0.0032935087	-0.9150655	0.26202738	0.019416953	0.13100001	4.0	16581.396431207657
117	8.537203	1.9614931	9.0	-5.9	11.800595	8.678679	1.0364047	14.943337	-5.411623	472000	0.0	2.6328003	-0.00039885496	-1.1692322	0.24712649	0.012274335	0.098749995	5.0	16818.50554537773
