Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
77	6.426316	5.7147546	9.3	-5.8	7.243194	7.7933164	2.976828	13.777579	-9.634659	312000	-1.21071935e-08	13.484287	-0.008652992	-4.047391	0.4292566	0.009025242	0.08575	79.0	4808.446762800217
78	6.3240438	5.767768	9.3	-5.9	7.251366	7.644879	3.135769	16.309925	-11.876019	316000	-5.5879354e-09	13.879994	-0.0075118234	-4.643782	0.4144617	0.0056087137	0.053	79.0	4871.181665182114
79	6.534846	5.627988	9.3	-5.8	7.246824	7.7404933	2.9763033	13.535729	-10.54429	320000	-1.6298145e-08	12.773332	-0.0036913282	-3.8556933	0.4300633	0.013157845	0.0935	5.0	4927.7179272174835
80	6.549186	5.5974617	9.3	-5.8	7.202532	7.64525	3.0270498	13.796687	-9.32075	324000	9.313226e-09	12.500093	-0.0064756433	-3.8698006	0.4559095	0.004734283	0.045	79.0	4985.222322940826
81	6.34392	5.747588	9.3	-5.8	7.250454	7.8269567	2.9710727	15.18201	-10.285736	328000	-4.4237822e-09	12.772356	-0.008280645	-4.019881	0.45141655	0.0071524493	0.0655	79.0	5043.4077072143555
82	6.294255	5.8364058	9.3	-5.8	7.1651707	7.6440673	3.1867523	14.102959	-8.113549	332000	-3.259629e-09	13.150809	-0.008543773	-3.679866	0.45882636	0.010871563	0.0815	79.0	5100.337004184723
83	6.352698	5.769637	9.3	-5.8	7.1564746	7.678871	3.0405533	13.172278	-7.8594265	336000	-1.9557774e-08	11.9528885	-0.008219118	-3.9148288	0.4711172	0.008148466	0.096499994	79.0	5157.424090623856
84	6.2981887	5.8178444	9.3	-5.9	7.2173915	7.5890117	3.2326446	15.528019	-11.693573	340000	-1.3038516e-08	14.256796	-0.0076502995	-4.5148973	0.45405644	0.012370095	0.123500004	71.0	5215.946174144745
85	6.437843	5.701914	9.3	-5.8	7.285192	7.7269015	2.9070222	13.295893	-9.954359	344000	-3.7252903e-09	12.290131	-0.0073144697	-3.7536187	0.4423202	0.006992676	0.07625	79.0	5273.420925855637
86	6.7097244	5.4684215	9.3	-5.9	7.306422	7.7609005	2.9679337	14.231938	-9.777272	348000	-1.0244548e-08	12.303911	-0.0075021526	-4.014865	0.43019855	0.0052450174	0.0665	79.0	5331.032185316086
87	6.539479	5.5888667	9.3	-6.0	7.4171324	7.8721943	2.8939495	14.521839	-9.925933	352000	-1.3969839e-09	11.672386	-0.0062406566	-3.8265243	0.42641455	0.0042638285	0.07325	79.0	5389.190400123596
88	6.369946	5.738586	9.3	-5.8	7.1413236	7.624964	3.1714132	13.778551	-11.428097	356000	-3.7252903e-09	12.843709	-0.007043563	-3.9792142	0.4369238	0.009071853	0.11325	79.0	5446.51336479187
89	6.729944	5.4267726	9.3	-5.9	7.3770795	7.8452234	2.9026437	15.2544565	-8.442803	360000	2.7939677e-09	10.682525	-0.006197988	-3.5656714	0.4062591	0.0035199132	0.063	79.0	5503.387747526169
90	6.168174	5.9011846	9.3	-5.9	7.21519	7.921118	2.9628417	17.354465	-10.442891	364000	1.21071935e-08	13.242473	-0.0076437984	-4.6819344	0.41023374	0.004182473	0.072	79.0	5560.678455114365
91	6.713271	5.4549294	9.3	-5.9	7.446729	7.653921	3.1191618	15.995134	-7.9957457	368000	1.0244548e-08	11.525646	-0.0068059103	-3.7917757	0.3868271	0.008657764	0.0875	79.0	5618.19456744194
92	6.424954	5.679572	9.3	-5.8	7.310092	7.74369	3.0226865	14.138545	-8.628489	372000	-9.778887e-09	11.580302	-0.008990186	-3.6937428	0.38135087	0.0052491818	0.0655	79.0	5675.160379886627
93	6.5091248	5.604372	9.3	-5.7	7.441341	7.838915	2.9235313	15.173177	-8.372044	376000	1.6763806e-08	12.185611	-0.007896999	-3.921878	0.37859762	0.0049066916	0.03925	79.0	5732.050558567047
94	6.814205	5.3520494	9.3	-5.8	7.4654207	7.8416643	2.876988	14.8501835	-8.903355	380000	-6.519258e-09	10.934958	-0.0069233757	-3.7530935	0.373865	0.007265102	0.07075	79.0	5788.830808639526
95	6.7730627	5.40495	9.3	-5.9	7.361624	8.079232	2.8140311	16.581017	-11.679314	384000	-1.8626451e-09	11.303329	-0.00828005	-3.9359922	0.38365573	0.012182135	0.09025	51.0	5845.2861764431
96	6.5701494	5.5454035	9.3	-5.8	7.432836	7.8142276	2.961133	14.792291	-9.578457	388000	5.5879354e-09	12.338095	-0.008373748	-4.1064105	0.37047333	0.010343794	0.092250004	79.0	5902.68409371376
97	6.5862966	5.5746117	9.3	-5.9	7.3777776	7.931357	2.7730684	13.709085	-9.81716	392000	-1.8626451e-09	12.041544	-0.009659607	-4.0010386	0.36469463	0.0074360184	0.075	79.0	5959.461253643036
98	6.7136106	5.4271393	9.3	-6.0	7.533081	7.836306	2.8222568	13.884834	-8.101359	396000	6.9849193e-09	11.123602	-0.0069237235	-4.0092773	0.36712795	0.004539988	0.07	79.0	6015.799435377121
99	6.261667	5.830237	9.3	-5.9	7.383333	7.889942	2.947365	13.947721	-9.421837	400000	3.7252903e-09	12.514179	-0.008932117	-4.2815366	0.37528512	0.0043119397	0.079500005	79.0	6072.710257291794
100	6.4077635	5.6985826	9.3	-5.9	7.3641405	7.529119	3.1820803	14.816935	-7.4840636	404000	-6.2864274e-09	12.408291	-0.0064647966	-4.8194237	0.3621372	0.001262967	0.058	79.0	6129.925077199936
101	6.5281196	5.582479	9.3	-5.8	7.4376163	7.813277	3.0657773	14.647989	-12.1349945	408000	5.5879354e-09	12.002045	-0.0077928044	-4.4427657	0.36292362	0.007267125	0.06	79.0	6186.5063099861145
102	6.5784907	5.5329504	9.3	-6.0	7.516981	7.7819996	3.0209901	13.583708	-9.013327	412000	-9.313226e-09	10.979058	-0.0075513422	-4.301939	0.35396641	0.0053650965	0.068	79.0	6244.891473770142
103	6.936	5.2150793	9.3	-5.8	7.592381	7.957093	2.7193012	18.107758	-7.896908	416000	0.0	10.546928	-0.007870439	-3.869378	0.37676597	0.007554367	0.08225	79.0	6324.040287733078
104	6.896	5.267478	9.3	-5.8	7.6114287	8.047796	2.6938317	13.744456	-9.822651	420000	1.5832484e-08	11.238951	-0.007457741	-4.034833	0.36727193	0.0076757283	0.081	79.0	6402.860376119614
105	6.7169523	5.451455	9.3	-5.9	7.592381	7.9781213	2.8501241	15.471802	-9.308143	424000	3.7252903e-09	12.193453	-0.00875395	-4.842455	0.3872971	0.007877545	0.083000004	79.0	6483.131087779999
106	6.685902	5.4576817	9.3	-6.0	7.483083	7.822288	2.903802	15.487178	-11.3371315	428000	7.450581e-09	10.753048	-0.008926555	-4.08092	0.3813492	0.007926427	0.06275	79.0	6568.385613918304
107	7.09265	5.0422187	9.3	-5.9	7.7001934	8.036123	2.7745733	14.411031	-8.564955	432000	9.313226e-09	9.596602	-0.0080528855	-3.6934896	0.3660712	0.008445944	0.0705	79.0	6655.353709459305
108	7.0208654	5.1121087	9.3	-5.9	7.8425198	8.179255	2.4977348	15.6863985	-8.505721	436000	-2.4214387e-08	9.57122	-0.008795475	-4.0185575	0.3656546	0.008435055	0.07225	79.0	6743.02942442894
109	7.239688	4.90595	9.3	-5.9	7.7587547	8.100445	2.7367508	20.04959	-15.970829	440000	-1.8626451e-09	10.126547	-0.0065367264	-4.345682	0.35539752	0.012476647	0.06025	47.0	6828.942130327225
110	6.8923664	5.2763314	9.3	-6.0	7.6030536	8.117686	2.619757	15.072383	-9.037733	444000	6.519258e-09	11.454405	-0.007430695	-4.235387	0.35913667	0.0065954216	0.073750004	79.0	6911.5539400577545
111	6.97115	5.1450677	9.3	-5.9	7.773879	7.969651	2.700177	19.13429	-8.543664	448000	3.7252903e-09	10.551067	-0.008459515	-4.492885	0.35517848	0.004009776	0.06275	79.0	6972.44553899765
112	6.9316926	5.1738596	9.3	-5.9	7.8484254	8.055567	2.539822	14.474764	-10.54336	452000	-9.313226e-09	10.854605	-0.009868151	-3.8201284	0.35974893	0.00914498	0.08275	79.0	7027.99916768074
113	7.0965247	5.0442586	9.3	-6.0	7.7027025	8.082949	2.5630844	15.815442	-8.91034	456000	7.450581e-09	9.858093	-0.0071040196	-3.9033222	0.34712434	0.009728082	0.08425	79.0	7083.508607149124
114	6.9080076	5.2032437	9.3	-5.9	7.7753906	8.084309	2.7150786	16.103231	-12.5852375	460000	7.450581e-09	10.582057	-0.0068511334	-4.691533	0.36918104	0.012061799	0.111999996	19.0	7137.802102327347
115	7.194695	4.933219	9.3	-5.9	7.817289	8.07082	2.6539989	16.857027	-9.417937	464000	-1.3969839e-09	10.526924	-0.008192809	-4.3257623	0.3628393	0.009118511	0.074999996	79.0	7192.718924283981
116	6.9888887	5.123413	9.3	-5.9	7.888889	8.081249	2.5193644	16.386873	-12.071463	468000	-1.3969839e-08	9.922508	-0.0043466105	-3.6883435	0.36426735	0.012099971	0.088250004	11.0	7246.856750249863
117	7.0857706	5.0293956	9.3	-5.8	7.897233	8.082128	2.631902	18.95336	-13.073229	472000	-3.259629e-09	10.753948	-0.008395891	-4.4853497	0.36002353	0.007558481	0.06875	79.0	7303.1286861896515
118	7.1345234	4.944228	9.3	-6.0	7.9206347	8.012389	2.674047	13.525184	-8.531606	476000	1.3038516e-08	9.106989	-0.008272425	-3.8777165	0.35912615	0.006839334	0.065	79.0	7358.6092212200165
119	6.995992	5.1298084	9.3	-5.9	7.995992	8.148557	2.5024939	13.80616	-7.6433396	480000	7.450581e-09	11.928306	-0.011287643	-5.049407	0.36134487	0.00843487	0.09025	79.0	7414.254219532013
120	7.002584	5.1227493	9.3	-6.0	7.9065604	8.084009	2.5212238	14.763114	-8.723452	484000	-9.313226e-09	11.445494	-0.007881034	-4.744217	0.3437063	0.0033100965	0.05825	79.0	7469.515488147736
121	6.664453	5.4290004	9.3	-5.9	7.7695312	7.848129	2.856171	13.663114	-9.045461	488000	-1.5599653e-08	10.317828	-0.008836172	-4.5772467	0.35578114	0.00639274	0.08	79.0	7524.535169839859
